mariadbd, Version: 10.11.8-MariaDB-log (Alpine Linux). started with:
Tcp port: 0  Unix socket: (null)
Time		    Id Command	Argument
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'category_base' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'tag_base' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'tag_base' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl'
		     3 Query	DESCRIBE wp_users
		     3 Query	DESCRIBE wp_usermeta
		     3 Query	DESCRIBE wp_posts
		     3 Query	DESCRIBE wp_comments
		     3 Query	DESCRIBE wp_links
		     3 Query	DESCRIBE wp_options
240612  9:28:21	     3 Query	DESCRIBE wp_postmeta
		     3 Query	DESCRIBE wp_terms
		     3 Query	DESCRIBE wp_term_taxonomy
		     3 Query	DESCRIBE wp_term_relationships
		     3 Query	DESCRIBE wp_termmeta
		     3 Query	DESCRIBE wp_commentmeta
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'use_smilies' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'blog_public' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'blog_charset' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'cron' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'cron' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'cron' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'stylesheet' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'theme_switched' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'cron' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl'
		     3 Query	DESCRIBE wp_users
		     3 Query	DESCRIBE wp_usermeta
		     3 Query	DESCRIBE wp_posts
		     3 Query	DESCRIBE wp_comments
		     3 Query	DESCRIBE wp_links
		     3 Query	DESCRIBE wp_options
		     3 Query	DESCRIBE wp_postmeta
		     3 Query	DESCRIBE wp_terms
		     3 Query	DESCRIBE wp_term_taxonomy
		     3 Query	DESCRIBE wp_term_relationships
		     3 Query	DESCRIBE wp_termmeta
		     3 Query	DESCRIBE wp_commentmeta
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'ftp_credentials' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'nonce_key' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'nonce_key' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'nonce_key' LIMIT 1
		     3 Query	INSERT INTO `wp_options` (`option_name`, `option_value`, `autoload`) VALUES ('nonce_key', 'xZE/uq0Pe/j)6S_@LF)()!Tv|Fx{a,)-=]Ts(P0eW&AQ7V>m<F*FZ930G!YwG%4/', 'no') ON DUPLICATE KEY UPDATE `option_name` = VALUES(`option_name`), `option_value` = VALUES(`option_value`), `autoload` = VALUES(`autoload`)
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'nonce_salt' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'nonce_salt' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'nonce_salt' LIMIT 1
		     3 Query	INSERT INTO `wp_options` (`option_name`, `option_value`, `autoload`) VALUES ('nonce_salt', 'yDlW_i<ZQ.h,_t[9lAl/^1og5K,9+~Y e_qRUOvM_>sS w{w5iPUK?Cq6K]2wJTp', 'no') ON DUPLICATE KEY UPDATE `option_name` = VALUES(`option_name`), `option_value` = VALUES(`option_value`), `autoload` = VALUES(`autoload`)
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'html_type' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'html_type' LIMIT 1
		     3 Query	SHOW TABLES LIKE 'wp\\_users'
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'start_of_week' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'time_format' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'date_format' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'timezone_string' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'timezone_string' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'gmt_offset' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'start_of_week' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'time_format' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'date_format' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     3 Quit	
		     4 Connect	root@wordpress.inception_mynet on  using TCP/IP
		     4 Query	SET NAMES utf8mb4
		     4 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_unicode_520_ci'
		     4 Query	SELECT @@SESSION.sql_mode
		     4 Query	SET SESSION sql_mode='ERROR_FOR_DIVISION_BY_ZERO,NO_AUTO_CREATE_USER,NO_ENGINE_SUBSTITUTION'
		     4 Init DB	mysql
		     4 Query	SELECT option_name, option_value FROM wp_options WHERE autoload = 'yes'
		     4 Query	SELECT option_name, option_value FROM wp_options
		     4 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl'
		     4 Query	DESCRIBE wp_users
		     4 Query	DESCRIBE wp_usermeta
		     4 Query	DESCRIBE wp_posts
		     4 Query	DESCRIBE wp_comments
		     4 Query	DESCRIBE wp_links
		     4 Query	DESCRIBE wp_options
		     4 Query	DESCRIBE wp_postmeta
		     4 Query	DESCRIBE wp_terms
		     4 Query	DESCRIBE wp_term_taxonomy
		     4 Query	DESCRIBE wp_term_relationships
		     4 Query	DESCRIBE wp_termmeta
		     4 Query	DESCRIBE wp_commentmeta
		     4 Quit	
240612  9:34:26	     5 Connect	root@wordpress.inception_mynet on  using TCP/IP
		     5 Query	SET NAMES utf8mb4
		     5 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_unicode_520_ci'
		     5 Query	SELECT @@SESSION.sql_mode
		     5 Query	SET SESSION sql_mode='ERROR_FOR_DIVISION_BY_ZERO,NO_AUTO_CREATE_USER,NO_ENGINE_SUBSTITUTION'
		     5 Init DB	mysql
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl'
		     5 Query	DESCRIBE wp_users
		     5 Query	DESCRIBE wp_usermeta
		     5 Query	DESCRIBE wp_posts
		     5 Query	DESCRIBE wp_comments
		     5 Query	DESCRIBE wp_links
		     5 Query	DESCRIBE wp_options
		     5 Query	DESCRIBE wp_postmeta
		     5 Query	DESCRIBE wp_terms
		     5 Query	DESCRIBE wp_term_taxonomy
		     5 Query	DESCRIBE wp_term_relationships
		     5 Query	DESCRIBE wp_termmeta
		     5 Query	DESCRIBE wp_commentmeta
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'wp_attachment_pages_enabled' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'cron' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'active_plugins' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'hack_file' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'wp_user_roles' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'stylesheet' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'template' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'stylesheet' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'stylesheet' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'template' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'WPLANG' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'stylesheet' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'stylesheet' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'stylesheet' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'stylesheet' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'template' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'stylesheet' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'cron' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'wp_attachment_pages_enabled' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'category_base' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'category_base' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'tag_base' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'tag_base' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl'
		     5 Query	DESCRIBE wp_users
		     5 Query	DESCRIBE wp_usermeta
		     5 Query	DESCRIBE wp_posts
		     5 Query	DESCRIBE wp_comments
		     5 Query	DESCRIBE wp_links
		     5 Query	DESCRIBE wp_options
		     5 Query	DESCRIBE wp_postmeta
		     5 Query	DESCRIBE wp_terms
		     5 Query	DESCRIBE wp_term_taxonomy
		     5 Query	DESCRIBE wp_term_relationships
		     5 Query	DESCRIBE wp_termmeta
		     5 Query	DESCRIBE wp_commentmeta
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'use_smilies' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'blog_public' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'blog_charset' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'cron' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'cron' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'cron' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'stylesheet' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'theme_switched' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'cron' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl'
		     5 Query	DESCRIBE wp_users
		     5 Query	DESCRIBE wp_usermeta
		     5 Query	DESCRIBE wp_posts
		     5 Query	DESCRIBE wp_comments
		     5 Query	DESCRIBE wp_links
		     5 Query	DESCRIBE wp_options
		     5 Query	DESCRIBE wp_postmeta
		     5 Query	DESCRIBE wp_terms
		     5 Query	DESCRIBE wp_term_taxonomy
		     5 Query	DESCRIBE wp_term_relationships
		     5 Query	DESCRIBE wp_termmeta
		     5 Query	DESCRIBE wp_commentmeta
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'ftp_credentials' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'nonce_key' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'nonce_key' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'nonce_key' LIMIT 1
		     5 Query	INSERT INTO `wp_options` (`option_name`, `option_value`, `autoload`) VALUES ('nonce_key', '2EyEq{AN:n]aG{UOV2aOvP5(+NzsXMDnafY81*F?,vA^*$+X[=e-/``>V`7--R`q', 'no') ON DUPLICATE KEY UPDATE `option_name` = VALUES(`option_name`), `option_value` = VALUES(`option_value`), `autoload` = VALUES(`autoload`)
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'nonce_salt' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'nonce_salt' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'nonce_salt' LIMIT 1
		     5 Query	INSERT INTO `wp_options` (`option_name`, `option_value`, `autoload`) VALUES ('nonce_salt', 'jnQr,vI0j|[)Yl%,n6Qz(w<4Co>EGZXGH5-v:>ZJ]BNLg&.73T2[W!FO.R_Zj8wo', 'no') ON DUPLICATE KEY UPDATE `option_name` = VALUES(`option_name`), `option_value` = VALUES(`option_value`), `autoload` = VALUES(`autoload`)
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'html_type' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'html_type' LIMIT 1
		     5 Query	SHOW TABLES LIKE 'wp\\_users'
		     5 Query	SELECT option_name, option_value FROM wp_options WHERE autoload = 'yes'
		     5 Query	SELECT option_name, option_value FROM wp_options
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'start_of_week' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'time_format' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'date_format' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'permalink_structure' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'home' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'timezone_string' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'timezone_string' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'gmt_offset' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'start_of_week' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'time_format' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'date_format' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Query	SELECT option_value FROM wp_options WHERE option_name = 'siteurl' LIMIT 1
		     5 Quit	
